time,tagID,x,y,z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,ax,ay,az,gx,gy,gz,mx,my,mz,A1,A2,A3,A4,A5,distance
2021-01-21 12:26:01.900,bleT2,0.0,0.0,0.0,0.0,2,bleA5,-54,bleA2,-70.0,,,,,,,938.058,-162.016,-289.933,-1750,6230,-2310,-273.0,591.0,-97.5,-70.0,,,-54.0,,0.0
2021-01-21 12:26:01.900,bleT2,0.0,0.0,0.0,0.0,3,bleA3,-69,bleA4,-54.0,bleA6,-64.0,,,,,920.063,-170.861,-220.881,-3290,2310,840,-279.0,601.5,-114.0,,-69.0,-54.0,,-64.0,0.0
2021-01-21 12:26:02.000,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-58,bleA5,-60.0,bleA6,-61.0,bleA3,-77.0,bleA2,-72.0,925.004,-164.212,-253.272,-6020,-3640,-1890,-280.5,606.0,-109.5,-72.0,-77.0,-58.0,-60.0,-61.0,0.0
2021-01-21 12:26:02.100,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-70,bleA2,-73.0,bleA4,-53.0,bleA5,-54.0,bleA6,-65.0,940.62,-177.144,-263.337,-4200,-4690,-3360,-289.5,603.0,-99.0,-73.0,-70.0,-53.0,-54.0,-65.0,0.0
2021-01-21 12:26:02.200,bleT2,0.0,0.0,0.0,0.0,3,bleA6,-61,bleA2,-73.0,bleA5,-60.0,,,,,943.975,-173.423,-272.182,-2310,-420,-910,-288.0,606.0,-99.0,-73.0,,,-60.0,-61.0,0.0
2021-01-21 12:26:02.300,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-69,bleA4,-53.0,bleA6,-65.0,bleA5,-54.0,bleA3,-70.0,935.801,-173.728,-268.034,-980,840,1960,-274.5,603.0,-111.0,-69.0,-70.0,-53.0,-54.0,-65.0,0.0
2021-01-21 12:26:02.400,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-57,bleA6,-61.0,bleA3,-77.0,bleA5,-60.0,,,928.42,-168.482,-265.655,350,2030,2170,-283.5,603.0,-105.0,,-77.0,-57.0,-60.0,-61.0,0.0
2021-01-21 12:26:02.500,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-53,bleA6,-65.0,bleA3,-70.0,bleA2,-70.0,bleA4,-54.0,919.27,-178.791,-267.485,70,-1330,560,-285.0,603.0,-96.0,-70.0,-70.0,-54.0,-53.0,-65.0,0.0
2021-01-21 12:26:02.600,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-56,bleA3,-77.0,bleA2,-73.0,bleA5,-60.0,bleA6,-57.0,927.078,-177.693,-277.184,280,-3290,0,-291.0,597.0,-103.5,-73.0,-77.0,-56.0,-60.0,-57.0,0.0
2021-01-21 12:26:02.700,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-71,bleA2,-70.0,bleA4,-54.0,bleA5,-54.0,bleA6,-65.0,930.738,-184.952,-258.03,-1820,-5250,-490,-285.0,600.0,-97.5,-70.0,-71.0,-54.0,-54.0,-65.0,0.0
2021-01-21 12:26:02.800,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-54,bleA5,-60.0,bleA6,-63.0,bleA3,-78.0,bleA2,-75.0,906.704,-183.732,-270.535,-2660,-2380,-2030,-285.0,600.0,-94.5,-75.0,-78.0,-54.0,-60.0,-63.0,0.0
2021-01-21 12:26:02.900,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-53,bleA3,-72.0,bleA2,-73.0,bleA4,-54.0,bleA6,-64.0,917.684,-187.392,-299.51,-4340,-7280,-980,-292.5,601.5,-94.5,-73.0,-72.0,-54.0,-53.0,-64.0,0.0
2021-01-21 12:26:03.000,bleT2,0.0,0.0,0.0,0.0,2,bleA2,-77,bleA5,-60.0,,,,,,,924.272,-180.072,-287.005,-4760,-1330,280,-294.0,612.0,-87.0,-77.0,,,-60.0,,0.0
2021-01-21 12:26:03.100,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-75,bleA4,-55.0,bleA5,-54.0,bleA6,-64.0,bleA3,-73.0,910.608,-187.88,-295.911,-3780,700,2660,-294.0,604.5,-102.0,-75.0,-73.0,-55.0,-54.0,-64.0,0.0
2021-01-21 12:26:03.200,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-78,bleA2,-83.0,bleA4,-50.0,bleA5,-60.0,bleA6,-57.0,905.972,-184.769,-289.75,-1750,1260,1470,-292.5,606.0,-112.5,-83.0,-78.0,-50.0,-60.0,-57.0,0.0
2021-01-21 12:26:03.300,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-75,bleA2,-67.0,bleA4,-56.0,bleA6,-65.0,,,910.974,-185.623,-283.406,-1750,-980,1470,-288.0,610.5,-96.0,-67.0,-75.0,-56.0,,-65.0,0.0
2021-01-21 12:26:03.400,bleT2,0.0,0.0,0.0,0.0,2,bleA4,-50,bleA6,-58.0,,,,,,,906.887,-184.037,-283.406,-2520,-1190,1260,-288.0,603.0,-102.0,,,-50.0,,-58.0,0.0
2021-01-21 12:26:03.500,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-75,bleA4,-56.0,bleA6,-65.0,bleA5,-54.0,bleA3,-76.0,904.752,-183.366,-289.628,-2100,1820,-210,-292.5,598.5,-103.5,-75.0,-76.0,-56.0,-54.0,-65.0,0.0
2021-01-21 12:26:03.600,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-49,bleA6,-72.0,bleA3,-78.0,bleA2,-85.0,,,912.316,-184.708,-281.82,-3080,1400,-1540,-292.5,603.0,-109.5,-85.0,-78.0,-49.0,,-72.0,0.0
2021-01-21 12:26:03.800,bleT2,0.0,0.0,0.0,0.0,2,bleA4,-56,bleA6,-64.0,,,,,,,920.673,-182.939,-293.654,-4480,-840,-2380,-297.0,604.5,-111.0,,,-56.0,,-64.0,0.0
2021-01-21 12:26:03.900,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-49,bleA5,-59.0,bleA6,-72.0,bleA3,-79.0,bleA2,-84.0,924.028,-186.111,-292.19,-3500,1330,-1050,-292.5,603.0,-100.5,-84.0,-79.0,-49.0,-59.0,-72.0,0.0
2021-01-21 12:26:04.000,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-78,bleA2,-68.0,bleA4,-55.0,bleA5,-55.0,bleA6,-65.0,915.793,-187.514,-293.227,-3430,1190,140,-298.5,603.0,-115.5,-68.0,-78.0,-55.0,-55.0,-65.0,0.0
2021-01-21 12:26:04.100,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-48,bleA6,-70.0,bleA3,-78.0,bleA2,-87.0,,,906.887,-188.917,-291.458,-3080,490,560,-288.0,597.0,-117.0,-87.0,-78.0,-48.0,,-70.0,0.0
2021-01-21 12:26:04.200,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-75,bleA5,-54.0,bleA6,-66.0,bleA4,-55.0,bleA3,-78.0,905.606,-198.25,-298.351,-3500,-2730,1400,-307.5,598.5,-109.5,-75.0,-78.0,-55.0,-54.0,-66.0,0.0
2021-01-21 12:26:04.300,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-49,bleA6,-65.0,bleA5,-58.0,bleA3,-79.0,bleA2,-86.0,910.852,-196.115,-290.055,-3570,-1960,3430,-310.5,594.0,-108.0,-86.0,-79.0,-49.0,-58.0,-65.0,0.0
2021-01-21 12:26:04.400,bleT2,0.0,0.0,0.0,0.0,2,bleA2,-71,bleA5,-54.0,,,,,,,904.813,-195.2,-290.604,-4830,-350,3990,-294.0,604.5,-105.0,-71.0,,,-54.0,,0.0
2021-01-21 12:26:04.500,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-52,bleA6,-61.0,bleA3,-81.0,bleA2,-81.0,,,900.726,-213.439,-299.266,-4480,1120,4760,-313.5,598.5,-112.5,-81.0,-81.0,-52.0,,-61.0,0.0
2021-01-21 12:26:04.600,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-71,bleA2,-83.0,bleA4,-53.0,bleA5,-58.0,bleA6,-71.0,881.023,-249.612,-337.269,9800,350,1960,-309.0,592.5,-108.0,-83.0,-71.0,-53.0,-58.0,-71.0,0.0
2021-01-21 12:26:04.700,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-72,bleA2,-71.0,bleA5,-61.0,bleA4,-63.0,bleA6,-59.0,872.849,-243.573,-343.674,22680,2660,-560,-319.5,607.5,-117.0,-71.0,-72.0,-63.0,-61.0,-59.0,0.0
2021-01-21 12:26:04.800,bleT2,0.0,0.0,0.0,0.0,2,bleA6,-69,bleA4,-61.0,,,,,,,888.343,-191.723,-310.795,45220,-8610,-12180,-312.0,600.0,-96.0,,,-61.0,,-69.0,0.0
2021-01-21 12:26:04.900,bleT2,0.0,0.0,0.0,0.0,2,bleA4,-60,bleA6,-73.0,,,,,,,928.054,-208.254,-325.862,62790,-28420,-28770,-304.5,607.5,-73.5,,,-60.0,,-73.0,0.0
2021-01-21 12:26:05.000,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-72,bleA4,-73.0,bleA5,-55.0,bleA6,-60.0,bleA3,-74.0,923.357,-139.812,-364.17,87360,-21910,-37170,-270.0,603.0,-60.0,-72.0,-74.0,-73.0,-55.0,-60.0,0.0
2021-01-21 12:26:05.100,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-61,bleA6,-57.0,bleA3,-67.0,bleA2,-70.0,,,907.497,-70.577,-328.729,112910,-11690,-35280,-247.5,592.5,-25.5,-70.0,-67.0,-61.0,,-57.0,0.0
2021-01-21 12:26:05.200,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-63,bleA5,-55.0,bleA6,-55.0,bleA3,-79.0,,,956.968,-74.786,-350.323,123690,-33040,-51590,-225.0,588.0,16.5,,-79.0,-63.0,-55.0,-55.0,0.0
2021-01-21 12:26:05.300,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-61,bleA6,-57.0,bleA5,-54.0,bleA3,-63.0,bleA2,-64.0,888.953,-17.324,-384.3,122570,-41440,-53130,-222.0,555.0,66.0,-64.0,-63.0,-61.0,-54.0,-57.0,0.0
2021-01-21 12:26:05.400,bleT2,0.0,0.0,0.0,0.0,3,bleA2,-71,bleA4,-63.0,bleA6,-58.0,,,,,792.207,-20.862,-345.992,115220,-16870,-39830,-222.0,544.5,123.0,-71.0,,-63.0,,-58.0,0.0
2021-01-21 12:26:05.500,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-68,bleA4,-61.0,bleA5,-65.0,bleA6,-54.0,bleA2,-68.0,978.379,-170.983,-297.802,91910,-57050,-41720,-238.5,532.5,160.5,-68.0,-68.0,-61.0,-65.0,-54.0,0.0
2021-01-21 12:26:05.600,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-63,bleA4,-63.0,bleA5,-55.0,bleA6,-52.0,bleA3,-72.0,981.612,-131.211,-440.725,54040,-84980,-54600,-234.0,469.5,220.5,-63.0,-72.0,-63.0,-55.0,-52.0,0.0
2021-01-21 12:26:05.700,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-58,bleA6,-56.0,bleA3,-80.0,bleA2,-66.0,bleA5,-53.0,954.894,-142.496,-387.472,52220,-33250,-29610,-228.0,451.5,240.0,-66.0,-80.0,-58.0,-53.0,-56.0,0.0
2021-01-21 12:26:05.900,bleT2,0.0,0.0,0.0,0.0,4,bleA2,-65,bleA6,-52.0,bleA4,-72.0,bleA5,-59.0,,,934.764,-207.278,-349.042,45150,-4550,-27090,-250.5,435.0,255.0,-65.0,,-72.0,-59.0,-52.0,0.0
2021-01-21 12:26:06.000,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-80,bleA2,-60.0,bleA4,-58.0,bleA6,-65.0,bleA5,-49.0,956.602,-131.882,-294.386,28910,2520,-9310,-273.0,432.0,262.5,-60.0,-80.0,-58.0,-49.0,-65.0,0.0
2021-01-21 12:26:06.100,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-59,bleA3,-73.0,bleA2,-75.0,bleA4,-66.0,bleA6,-51.0,942.023,-168.116,-278.77,2940,20790,-280,-274.5,438.0,259.5,-75.0,-73.0,-66.0,-59.0,-51.0,0.0
2021-01-21 12:26:06.200,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-61,bleA3,-77.0,bleA2,-63.0,bleA6,-57.0,bleA5,-52.0,909.632,-165.554,-237.656,-23800,13930,4340,-283.5,448.5,255.0,-63.0,-77.0,-61.0,-52.0,-57.0,0.0
2021-01-21 12:26:06.300,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-53,bleA3,-75.0,bleA2,-71.0,bleA4,-61.0,bleA6,-50.0,922.93,-196.847,-301.767,-42490,22190,12250,-252.0,472.5,237.0,-71.0,-75.0,-61.0,-53.0,-50.0,0.0
2021-01-21 12:26:06.400,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-65,bleA4,-66.0,bleA6,-58.0,bleA5,-56.0,bleA2,-70.0,1028.704,-244.854,-309.087,-49140,35280,20090,-235.5,480.0,219.0,-70.0,-65.0,-66.0,-56.0,-58.0,0.0
2021-01-21 12:26:06.500,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-71,bleA4,-59.0,bleA5,-54.0,bleA6,-57.0,bleA3,-71.0,1089.582,-112.789,-434.991,-55370,490,12180,-219.0,502.5,192.0,-71.0,-71.0,-59.0,-54.0,-57.0,0.0
2021-01-21 12:26:06.600,bleT2,0.0,0.0,0.0,0.0,5,bleA6,-58,bleA4,-54.0,bleA3,-70.0,bleA2,-69.0,bleA5,-63.0,885.049,27.572,-505.995,-36610,32060,33880,-207.0,501.0,178.5,-69.0,-70.0,-54.0,-63.0,-58.0,0.0
2021-01-21 12:26:06.700,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-60,bleA3,-73.0,bleA2,-70.0,bleA4,-69.0,bleA6,-61.0,869.067,-31.781,-246.684,-31640,1470,31080,-229.5,537.0,150.0,-70.0,-73.0,-69.0,-60.0,-61.0,0.0
2021-01-21 12:26:06.800,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-76,bleA2,-67.0,bleA4,-65.0,bleA5,-60.0,bleA6,-60.0,834.419,-176.351,-238.693,-3150,13930,1820,-226.5,549.0,144.0,-67.0,-76.0,-65.0,-60.0,-60.0,0.0
2021-01-21 12:26:06.900,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-75,bleA3,-66.0,bleA2,-68.0,bleA4,-60.0,bleA6,-59.0,869.677,-167.14,-268.217,7910,-10290,-1750,-223.5,546.0,141.0,-68.0,-66.0,-60.0,-75.0,-59.0,0.0
2021-01-21 12:26:07.000,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-78,bleA6,-54.0,bleA3,-65.0,bleA2,-87.0,bleA5,-57.0,962.702,-186.05,-283.955,34160,-13720,-4690,-235.5,547.5,157.5,-87.0,-65.0,-78.0,-57.0,-54.0,0.0
2021-01-21 12:26:07.100,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-70,bleA4,-57.0,bleA6,-58.0,bleA5,-71.0,bleA3,-72.0,984.296,-268.217,-270.962,49420,-19880,-14350,-250.5,537.0,177.0,-70.0,-72.0,-57.0,-71.0,-58.0,0.0
2021-01-21 12:26:07.200,bleT2,0.0,0.0,0.0,0.0,3,bleA4,-67,bleA6,-53.0,bleA3,-84.0,,,,,976.976,-222.833,-345.504,56700,-43890,-5460,-247.5,523.5,192.0,,-84.0,-67.0,,-53.0,0.0
2021-01-21 12:26:07.200,bleT2,0.0,0.0,0.0,0.0,2,bleA5,-56,bleA2,-73.0,,,,,,,864.614,-109.007,-591.822,63770,-13860,-17640,-282.0,514.5,207.0,-73.0,,,-56.0,,0.0
2021-01-21 12:26:07.300,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-55,bleA3,-75.0,bleA2,-64.0,bleA4,-60.0,,,829.661,-164.334,-429.196,48580,-5180,-20650,-303.0,516.0,219.0,-64.0,-75.0,-60.0,-55.0,,0.0
2021-01-21 12:26:07.400,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-67,bleA4,-65.0,bleA5,-55.0,bleA6,-54.0,bleA2,-74.0,879.376,-181.231,-267.973,29610,-12530,-23030,-312.0,516.0,219.0,-74.0,-67.0,-65.0,-55.0,-54.0,0.0
2021-01-21 12:26:07.500,bleT2,0.0,0.0,0.0,0.0,4,bleA2,-68,bleA4,-63.0,bleA5,-55.0,bleA3,-77.0,,,868.945,-128.954,-231.312,6020,-1260,-7490,-300.0,523.5,211.5,-68.0,-77.0,-63.0,-55.0,,0.0
2021-01-21 12:26:07.600,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-77,bleA2,-67.0,bleA4,-64.0,bleA5,-56.0,bleA6,-61.0,955.992,-199.958,-285.846,-21700,-8260,-1890,-298.5,517.5,229.5,-67.0,-77.0,-64.0,-56.0,-61.0,0.0
2021-01-21 12:26:07.700,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-70,bleA2,-59.0,bleA4,-67.0,bleA5,-55.0,bleA6,-58.0,827.77,-181.414,-295.179,-31220,8680,13720,-286.5,510.0,222.0,-59.0,-70.0,-67.0,-55.0,-58.0,0.0
2021-01-21 12:26:07.800,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-54,bleA6,-53.0,bleA2,-64.0,bleA5,-55.0,,,894.931,-270.718,-153.964,-22400,20160,9520,-276.0,534.0,207.0,-64.0,,-54.0,-55.0,-53.0,0.0
2021-01-21 12:26:08.000,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-56,bleA2,-61.0,bleA4,-58.0,bleA6,-59.0,,,985.455,-224.724,-398.513,-34160,40600,9170,-262.5,535.5,178.5,-61.0,,-58.0,-56.0,-59.0,0.0
2021-01-21 12:26:08.100,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-58,bleA3,-73.0,bleA2,-62.0,bleA5,-56.0,bleA6,-61.0,879.742,-153.171,-204.655,-24920,11200,6230,-259.5,564.0,169.5,-62.0,-73.0,-58.0,-56.0,-61.0,0.0
2021-01-21 12:26:08.200,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-55,bleA3,-73.0,bleA2,-66.0,bleA4,-59.0,bleA6,-50.0,896.578,-79.544,-272.304,-25620,8680,4620,-256.5,558.0,154.5,-66.0,-73.0,-59.0,-55.0,-50.0,0.0
2021-01-21 12:26:08.300,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-73,bleA2,-66.0,bleA4,-61.0,bleA5,-57.0,bleA6,-48.0,951.966,-86.925,-211.487,-18760,-2590,-15400,-252.0,550.5,151.5,-66.0,-73.0,-61.0,-57.0,-48.0,0.0
2021-01-21 12:26:08.400,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-65,bleA3,-79.0,bleA2,-70.0,bleA4,-60.0,,,925.675,-20.313,-202.215,-13580,5600,-25760,-219.0,559.5,141.0,-70.0,-79.0,-60.0,-65.0,,0.0
2021-01-21 12:26:08.500,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-74,bleA6,-56.0,bleA3,-73.0,bleA2,-67.0,bleA5,-58.0,994.971,-8.418,-254.736,23940,3850,-2940,-201.0,558.0,150.0,-67.0,-73.0,-74.0,-58.0,-56.0,0.0
2021-01-21 12:26:08.600,bleT2,0.0,0.0,0.0,0.0,3,bleA2,-64,bleA5,-59.0,bleA3,-65.0,,,,,916.647,-152.195,-294.569,17150,-3570,-20790,-216.0,549.0,168.0,-64.0,-65.0,,-59.0,,0.0
2021-01-21 12:26:08.700,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-59,bleA5,-56.0,bleA6,-53.0,bleA3,-70.0,bleA2,-74.0,946.903,3.538,-141.52,19530,25760,-560,-208.5,559.5,157.5,-74.0,-70.0,-59.0,-56.0,-53.0,0.0
2021-01-21 12:26:08.800,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-64,bleA5,-55.0,bleA2,-65.0,bleA4,-59.0,bleA6,-56.0,968.985,-113.948,-256.444,13370,-6930,-9100,-232.5,546.0,171.0,-65.0,-64.0,-59.0,-55.0,-56.0,0.0
2021-01-21 12:26:08.900,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-56,bleA5,-55.0,bleA6,-53.0,bleA3,-68.0,bleA2,-72.0,973.072,-79.117,-241.987,10430,-4620,-4550,-222.0,546.0,171.0,-72.0,-68.0,-56.0,-55.0,-53.0,0.0
2021-01-21 12:26:09.000,bleT2,0.0,0.0,0.0,0.0,4,bleA2,-74,bleA4,-57.0,bleA5,-54.0,bleA6,-55.0,,,956.297,-82.533,-206.973,1400,-3920,4970,-235.5,556.5,178.5,-74.0,,-57.0,-54.0,-55.0,0.0
2021-01-21 12:26:09.100,bleT2,0.0,0.0,0.0,0.0,3,bleA6,-55,bleA2,-72.0,bleA5,-55.0,,,,,944.219,-116.327,-237.29,-5320,-2590,-1400,-223.5,552.0,172.5,-72.0,,,-55.0,-55.0,0.0
2021-01-21 12:26:09.200,bleT2,0.0,0.0,0.0,0.0,4,bleA6,-56,bleA5,-54.0,bleA3,-69.0,bleA2,-67.0,,,933.91,-94.733,-232.837,-5950,-3850,1680,-214.5,540.0,175.5,-67.0,-69.0,,-54.0,-56.0,0.0
2021-01-21 12:26:09.300,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-57,bleA6,-55.0,bleA3,-67.0,bleA2,-72.0,bleA5,-56.0,939.705,-110.776,-266.082,-8120,-490,3430,-232.5,544.5,171.0,-72.0,-67.0,-57.0,-56.0,-55.0,0.0
2021-01-21 12:26:09.400,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-55,bleA3,-73.0,bleA2,-68.0,bleA4,-56.0,bleA6,-58.0,944.402,-118.584,-236.314,-2520,-1820,1960,-232.5,549.0,172.5,-68.0,-73.0,-56.0,-55.0,-58.0,0.0
2021-01-21 12:26:09.500,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-69,bleA2,-73.0,bleA4,-59.0,bleA6,-54.0,bleA5,-56.0,941.413,-98.027,-287.92,-1050,-11340,2240,-225.0,543.0,171.0,-73.0,-69.0,-59.0,-56.0,-54.0,0.0
2021-01-21 12:26:09.600,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-56,bleA2,-67.0,bleA4,-58.0,bleA6,-60.0,,,939.888,-98.698,-262.239,-1470,1400,280,-223.5,543.0,177.0,-67.0,,-58.0,-56.0,-60.0,0.0
2021-01-21 12:26:09.700,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-60,bleA6,-56.0,bleA3,-71.0,bleA2,-71.0,,,918.965,-102.724,-269.498,-2030,2450,3010,-229.5,549.0,180.0,-71.0,-71.0,-60.0,,-56.0,0.0
2021-01-21 12:26:09.800,bleT2,0.0,0.0,0.0,0.0,3,bleA2,-66,bleA5,-56.0,bleA6,-61.0,,,,,926.224,-127.795,-226.493,-1260,700,2170,-238.5,555.0,174.0,-66.0,,,-56.0,-61.0,0.0
2021-01-21 12:26:09.900,bleT2,0.0,0.0,0.0,0.0,2,bleA5,-56,bleA2,-71.0,,,,,,,939.339,-85.217,-255.468,-1960,-2310,-2730,-232.5,544.5,181.5,-71.0,,,-56.0,,0.0
2021-01-21 12:26:09.900,bleT2,0.0,0.0,0.0,0.0,3,bleA4,-61,bleA6,-56.0,bleA3,-72.0,,,,,944.768,-95.16,-241.011,560,-910,-3640,-258.0,544.5,186.0,,-72.0,-61.0,,-56.0,0.0
2021-01-21 12:26:10.100,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-57,bleA3,-82.0,bleA2,-66.0,bleA4,-58.0,bleA6,-61.0,948.794,-102.053,-239.669,-280,1120,-3430,-229.5,547.5,178.5,-66.0,-82.0,-58.0,-57.0,-61.0,0.0
2021-01-21 12:26:10.200,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-61,bleA6,-56.0,bleA3,-72.0,bleA2,-71.0,bleA5,-56.0,947.696,-103.212,-252.479,-840,560,910,-234.0,549.0,181.5,-71.0,-72.0,-61.0,-56.0,-56.0,0.0
2021-01-21 12:26:10.300,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-67,bleA4,-58.0,bleA6,-60.0,bleA5,-56.0,bleA3,-84.0,952.698,-104.31,-278.465,350,-7140,3780,-226.5,543.0,192.0,-67.0,-84.0,-58.0,-56.0,-60.0,0.0
2021-01-21 12:26:10.400,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-72,bleA2,-72.0,bleA4,-60.0,bleA6,-53.0,bleA5,-56.0,934.703,-104.066,-283.711,-1890,1890,-6300,-217.5,550.5,181.5,-72.0,-72.0,-60.0,-56.0,-53.0,0.0
2021-01-21 12:26:10.500,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-57,bleA3,-80.0,bleA2,-67.0,bleA4,-58.0,bleA6,-59.0,924.943,-103.151,-272.914,-1400,-7000,5740,-229.5,549.0,183.0,-67.0,-80.0,-58.0,-57.0,-59.0,0.0
2021-01-21 12:26:10.600,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-59,bleA6,-55.0,bleA5,-56.0,bleA3,-71.0,bleA2,-74.0,943.609,-112.85,-243.634,2310,2590,-9520,-220.5,541.5,195.0,-74.0,-71.0,-59.0,-56.0,-55.0,0.0
2021-01-21 12:26:10.700,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-56,bleA6,-58.0,bleA3,-77.0,bleA2,-67.0,,,932.995,-67.954,-273.341,-2940,2170,-1190,-216.0,547.5,189.0,-67.0,-77.0,,-56.0,-58.0,0.0
2021-01-21 12:26:10.800,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-58,bleA5,-56.0,bleA6,-54.0,bleA3,-71.0,bleA2,-77.0,943.914,-94.794,-241.377,-6090,-2380,-140,-220.5,537.0,184.5,-77.0,-71.0,-58.0,-56.0,-54.0,0.0
2021-01-21 12:26:10.900,bleT2,0.0,0.0,0.0,0.0,3,bleA4,-58,bleA5,-57.0,bleA6,-57.0,,,,,947.147,-91.5,-245.464,-3360,-3570,3010,-208.5,543.0,178.5,,,-58.0,-57.0,-57.0,0.0
2021-01-21 12:26:11.000,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-57,bleA3,-71.0,bleA2,-77.0,bleA5,-56.0,bleA6,-53.0,924.089,-97.6,-297.314,-3990,-4690,3290,-225.0,549.0,193.5,-77.0,-71.0,-57.0,-56.0,-53.0,0.0
2021-01-21 12:26:11.100,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-73,bleA4,-57.0,bleA5,-59.0,bleA6,-57.0,bleA3,-65.0,930.555,-100.406,-250.222,-210,-420,-1820,-216.0,544.5,183.0,-73.0,-65.0,-57.0,-59.0,-57.0,0.0
2021-01-21 12:26:11.200,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-57,bleA6,-53.0,bleA3,-71.0,bleA2,-72.0,bleA5,-56.0,932.873,-57.34,-289.689,-6230,-1050,-3430,-208.5,546.0,186.0,-72.0,-71.0,-57.0,-56.0,-53.0,0.0
2021-01-21 12:26:11.300,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-55,bleA3,-77.0,bleA2,-65.0,bleA4,-58.0,bleA6,-56.0,949.526,-102.297,-284.321,-1260,1610,-2030,-216.0,541.5,184.5,-65.0,-77.0,-58.0,-55.0,-56.0,0.0
2021-01-21 12:26:11.400,bleT2,0.0,0.0,0.0,0.0,1,bleA6,-55,,,,,,,,,940.62,-80.459,-267.546,1190,1260,3010,-220.5,546.0,195.0,,,,,-55.0,0.0
2021-01-21 12:26:11.500,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-63,bleA4,-59.0,bleA6,-57.0,bleA5,-53.0,bleA3,-78.0,918.05,-101.077,-255.712,-560,1470,3290,-214.5,546.0,177.0,-63.0,-78.0,-59.0,-53.0,-57.0,0.0
